name;automata-runtime;automata-construction;automata-trim;automata-minterm;automata-interpretation;automata-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.07;0.0418494;0.0057202; 0.0017285000; 0.0079568000; 0.0701744000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.1;0.0592609;0.008628799999999999; 0.0026457000; 0.0121576000; 0.0960646000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.09;0.0529367;0.0055791999999999994; 0.0016937000; 0.0077992000; 0.0877947000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.1;0.052782;0.005682300000000002; 0.0016277000; 0.0080914000; 0.0881480000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;0.07;0.049583899999999986;0.006234600000000001; 0.0026568000; 0.0095152000; 0.0793522000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;0.11;0.057030899999999995;0.0090724; 0.0027528000; 0.0127663000; 0.1110121000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;0.13;0.10681239999999996;0.009166100000000002; 0.0028350000; 0.0133589000; 0.1508315000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;0.11;0.067642;0.0069497; 0.0020803000; 0.0097981000; 0.1135881000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;0.13;0.11137790000000004;0.0093927; 0.0029720000; 0.0133052000; 0.1460605000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;0.15;0.10495930000000002;0.009159700000000002; 0.0028986000; 0.0130363000; 0.1493438000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.06;0.0282541;0.005358; 0.0014931000; 0.0074865000; 0.0552698000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;0.14;0.0793863;0.009385499999999996; 0.0030986000; 0.0133199000; 0.1212772000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;0.15;0.10449209999999999;0.009331200000000003; 0.0032806000; 0.0136341000; 0.1468484000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;0.1;0.07650940000000002;0.006390500000000002; 0.0018761000; 0.0088634000; 0.1054966000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;0.14;0.1018988;0.006291999999999998; 0.0019977000; 0.0089116000; 0.1515500000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;0.15;0.110071;0.0063586; 0.0019677000; 0.0090246000; 0.1699947000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;0.15;0.10436430000000001;0.007387499999999999; 0.0019860000; 0.0105921000; 0.1470266000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;0.16;0.16055039999999998;0.008030500000000001; 0.0033051000; 0.0121520000; 0.1985924000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;0.16;0.12214640000000003;0.010356400000000003; 0.0038964000; 0.0153426000; 0.1589438000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;0.17;0.1292203;0.006513399999999999; 0.0021069000; 0.0092529000; 0.1719361000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;0.18;0.1412798;0.0064636000000000025; 0.0021129000; 0.0091649000; 0.1829354000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.08;0.0444165;0.008300199999999999; 0.0025354000; 0.0117032000; 0.0808032000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;0.25;0.18751210000000001;0.009355300000000002; 0.0038926000; 0.0143295000; 0.2274031000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;0.19;0.15575080000000002;0.007844299999999998; 0.0023478000; 0.0109426000; 0.1960986000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;0.23;0.19284270000000003;0.006924799999999999; 0.0023957000; 0.0099821000; 0.2353395000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;0.23;0.1862027;0.007830799999999999; 0.0026726000; 0.0125547000; 0.2224951000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;0.19;0.15519099999999997;0.0082312; 0.0024821000; 0.0116186000; 0.1877713000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;0.28;0.22801370000000004;0.011582800000000002; 0.0042044000; 0.0170257000; 0.2785869000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;0.28;0.1976146;0.007271900000000002; 0.0025300000; 0.0105874000; 0.2377831000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;0.25;0.18649700000000005;0.010713299999999997; 0.0039947000; 0.0158424000; 0.2352246000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;0.27;0.2175074;0.0073284000000000005; 0.0036445000; 0.0116266000; 0.2624473000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;0.3;0.2154516;0.0105809; 0.0044438000; 0.0162657000; 0.2569400000
