name;automata-runtime;automata-construction;automata-trim;automata-minterm;automata-interpretation;automata-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.11;0.055945199999999994;0.008769700000000002; 0.0024973000; 0.0121470000; 0.0977757000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.11;0.0604091;0.008698099999999999; 0.0028191000; 0.0124050000; 0.1036826000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.08;0.0489674;0.005674199999999999; 0.0016476000; 0.0078550000; 0.0783293000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.08;0.049396800000000005;0.005661299999999999; 0.0017395000; 0.0079795000; 0.0777829000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;0.1;0.0970093;0.008554699999999998; 0.0027049000; 0.0120935000; 0.1683593000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;0.11;0.0839293;0.008789000000000002; 0.0034593000; 0.0130147000; 0.1247629000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;0.12;0.07799039999999999;0.0056849; 0.0017886000; 0.0083710000; 0.1190261000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;0.09;0.09412709999999998;0.005850899999999999; 0.0017888000; 0.0082180000; 0.1233501000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;0.14;0.10242140000000001;0.008994000000000002; 0.0029259000; 0.0127876000; 0.1424829000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;0.11;0.06825250000000001;0.006718799999999998; 0.0028481000; 0.0110273000; 0.1007023000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.08;0.0354866;0.005851; 0.0015289000; 0.0079010000; 0.0795278000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;0.15;0.11909860000000001;0.0084669; 0.0019744000; 0.0112429000; 0.1563267000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;0.15;0.0981301;0.0063341000000000005; 0.0019203000; 0.0089055000; 0.1418148000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;0.16;0.13030709999999998;0.009623800000000002; 0.0030908000; 0.0138353000; 0.1765517000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;0.12;0.10807090000000003;0.009082699999999999; 0.0031316000; 0.0128735000; 0.1506524000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;0.12;0.09041140000000002;0.007197999999999998; 0.0021351000; 0.0100225000; 0.1214510000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;0.2;0.17622570000000004;0.010490600000000003; 0.0036345000; 0.0150410000; 0.2212975000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;0.18;0.1599538;0.006986600000000001; 0.0022289000; 0.0100755000; 0.1949939000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;0.2;0.157775;0.009710499999999999; 0.0034373000; 0.0140375000; 0.2040913000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;0.18;0.15649320000000003;0.0062291; 0.0022171000; 0.0090332000; 0.1997077000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;0.15;0.1294222;0.006581999999999999; 0.0023096000; 0.0095459000; 0.1613126000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.06;0.0301508;0.005917; 0.0016267000; 0.0080600000; 0.0590945000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;0.22;0.1700724;0.009868800000000004; 0.0042933000; 0.0152868000; 0.2186074000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;0.26;0.23101729999999995;0.007287800000000002; 0.0036024000; 0.0118890000; 0.2738883000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;0.25;0.1910871;0.009552699999999997; 0.0039569000; 0.0145640000; 0.2351567000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;0.26;0.23331509999999997;0.007223900000000001; 0.0024880000; 0.0104936000; 0.2775626000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;0.23;0.17740250000000002;0.0098101; 0.0041155000; 0.0151070000; 0.2223964000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;0.3;0.2711814000000001;0.010159399999999999; 0.0040259000; 0.0155804000; 0.3194283000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;0.24;0.20950870000000005;0.009671799999999998; 0.0038403000; 0.0143877000; 0.2487326000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;0.35;0.28978269999999995;0.011026099999999999; 0.0043256000; 0.0179928000; 0.3407050000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;0.35;0.2890001000000001;0.0086449; 0.0026825000; 0.0122393000; 0.3306309000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;0.35;0.3107606;0.0074732999999999996; 0.0026424000; 0.0117293000; 0.3575297000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.07;0.032396600000000005;0.0058141; 0.0017136000; 0.0080358000; 0.0611880000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;0.37;0.29420770000000007;0.016609800000000004; 0.0044754000; 0.0232914000; 0.3525377000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;0.27;0.22694750000000005;0.006880899999999998; 0.0027268000; 0.0103825000; 0.2615016000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;0.27;0.24361389999999997;0.006979600000000001; 0.0027751000; 0.0105490000; 0.2785414000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;0.29;0.24839659999999997;0.010892999999999998; 0.0051573000; 0.0186398000; 0.3011395000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;0.4;0.34665459999999987;0.0117865; 0.0053732000; 0.0181860000; 0.3957470000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;0.42;0.350902;0.0140172; 0.0046034000; 0.0212596000; 0.4078090000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;0.31;0.24551610000000001;0.0119196; 0.0049922000; 0.0195834000; 0.3140572000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;0.42;0.3448321000000001;0.014060999999999999; 0.0030853000; 0.0187779000; 0.3934345000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;0.45;0.45652159999999997;0.011720799999999996; 0.0049526000; 0.0178581000; 0.5083729000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;0.4;0.3494321;0.012951499999999998; 0.0054294000; 0.0197424000; 0.3993890000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.1;0.0530528;0.0087562; 0.0025321000; 0.0123205000; 0.0982525000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;0.49;0.40670069999999997;0.013681199999999998; 0.0054316000; 0.0220471000; 0.4655359000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;0.43;0.3574265999999999;0.013001299999999997; 0.0053466000; 0.0196389000; 0.4090813000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;0.33;0.27975409999999995;0.008371600000000003; 0.0033979000; 0.0135926000; 0.3176219000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;0.51;0.4274471000000001;0.013986300000000005; 0.0059463000; 0.0214564000; 0.4832911000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;0.5;0.41738420000000015;0.013594900000000004; 0.0059298000; 0.0210794000; 0.4742436000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;0.54;0.46550249999999993;0.012663600000000002; 0.0055944000; 0.0211785000; 0.5184249000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;0.56;0.48282620000000004;0.015068899999999998; 0.0060693000; 0.0228907000; 0.5553427000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;0.45;0.3784152;0.017403200000000008; 0.0066775000; 0.0277246000; 0.4330767000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;0.43;0.3847258;0.011346700000000001; 0.0044013000; 0.0179411000; 0.4511190000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;0.42;0.3819304;0.012299400000000002; 0.0045254000; 0.0178593000; 0.4261432000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.11;0.05270349999999999;0.0080245; 0.0024251000; 0.0111760000; 0.1168343000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;0.5;0.4481785000000001;0.0093823; 0.0037177000; 0.0139138000; 0.4985805000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.1;0.05521759999999999;0.0086758; 0.0025441000; 0.0120671000; 0.0941852000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.08;0.037611900000000004;0.005652; 0.0016790000; 0.0079927000; 0.0684200000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-9-*.mata;0.09;0.048412899999999995;0.0054327; 0.0017002000; 0.0076773000; 0.0837929000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-10-*.mata;0.11;0.0604634;0.0090554; 0.0026920000; 0.0126065000; 0.1051504000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-11-*.mata;0.08;0.04160840000000001;0.0106507; 0.0028697000; 0.0144704000; 0.0777292000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-12-*.mata;0.12;0.07566439999999999;0.0093555; 0.0030113000; 0.0132407000; 0.1236126000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-13-*.mata;0.1;0.0800621;0.0110476; 0.0029589000; 0.0164297000; 0.1219755000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-14-*.mata;0.12;0.06871809999999999;0.0096686; 0.0029748000; 0.0140855000; 0.1153072000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-15-*.mata;0.07;0.04678199999999999;0.006991199999999999; 0.0018005000; 0.0097522000; 0.0783711000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-16-*.mata;0.13;0.0768365;0.010269800000000003; 0.0027880000; 0.0140435000; 0.1231085000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths1-17-*.mata;0.09;0.058593400000000004;0.005896600000000002; 0.0018494000; 0.0083591000; 0.0967291000
