name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection_emptiness;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trimming;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-trimming;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.13; 0.0424156; 0.00694939; 0.0967;0.36;0.0829068; 0.2912738000; 0.0000872000; 0.0001642000; True;0.11; 0.0268694; 0.00924764;0.07165676500000001;0.020475878000000003; 1.421e-06; true;0.26; 0.023835; 0.00931615;0.002097278;0.10920379300000001;0.16719899; 3.902e-06; true;0.13; 0.0263058; 0.00872093;0.00031195;0.032375141999999996;0.065120694; 0.000629727; true;1.42; 0.0741; 0.0000; 0.1160; 0.0137; 0.0000; True;1.62; 0.0621; 0.0174; 0.3300; 0.0000; 0.0000; True;1.64; 0.0630; 0.0316; 0.4466; 0.0000; 0.0022; True;2.09;0.22690479600000002; 0.314839388; 0.006910148; true;2.4;0.110607707; 0.440452082; 4.4984E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.22; 0.0295853; 0.00502504; 0.1902;0.63;0.07599949999999998; 0.5781337000; 0.0000968000; 0.0001647000; True;0.33; 0.112813; 0.0259378;0.24836644400000002;0.048073209000000006; 1.253e-06; true;0.74; 0.0696668; 0.0158417;0.0037122989999999996;0.349843544;0.474277351; 3.635e-06; true;0.47; 0.0545343; 0.0461058;0.00063045;0.21515726799999998;0.323095534; 0.00205544; true;1.48; 0.0804; 0.0000; 0.2716; 0.0331; 0.0000; True;1.43; 0.0467; 0.0136; 0.3984; 0.0000; 0.0000; True;2.13; 0.0815; 0.0422; 0.9526; 0.0000; 0.0088; True;2.42;0.403472676; 0.444341908; 0.016559642; true;3.25;0.041109989000000006; 0.830497028; 4.7531E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.74; 0.0693294; 0.0107429; 0.6909;1.03;0.1239466; 0.9995229000; 0.0000695000; 0.0001150000; True;0.73; 0.0878158; 0.0437539;0.728615665;0.131631731; 1.301e-06; true;1.63; 0.0666171; 0.0185824;0.004609444999999999;0.829250459;0.830150864; 2.363e-06; true;1.01; 0.0589504; 0.0275958;0.0007789299999999998;0.31248731500000004;0.636687307; 0.00460933; true;1.57; 0.0616; 0.0000; 0.4538; 0.0532; 0.0000; True;1.89; 0.0937; 0.0316; 0.7462; 0.0000; 0.0000; True;3.13; 0.1000; 0.0481; 1.8908; 0.0000; 0.0206; True;3.12;0.22241082499999998; 0.787171473; 0.029523336; true;5.75;0.06905702899999999; 2.018761349; 5.445E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;1.76; 0.0430802; 0.00705687; 1.9140;2.36;0.164906; 2.5356826000; 0.0000724000; 0.0001481000; True;1.52; 0.152092; 0.0332898;1.3614764369999999;0.267624674; 1.303e-06; true;3.49; 0.118819; 0.0117729;0.0033706550000000006;1.7227564260000001;1.936027906; 3.513e-06; true;1.78; 0.0486951; 0.0124955;0.000616211;0.537916096;1.201886208; 0.00986228; true;2.73; 0.1098; 0.0000; 1.4681; 0.1895; 0.0000; True;1.81; 0.0644; 0.0211; 0.7352; 0.0000; 0.0000; True;4.92; 0.1050; 0.0527; 3.7198; 0.0000; 0.0226; True;3.56;0.249741798; 1.321611044; 0.012324092; true;9.83;0.076071986; 4.134004493; 5.3575E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;3.74; 0.100869; 0.0127767; 3.7146;4.58;0.1041959; 4.7989737000; 0.0000812000; 0.0001387000; True;3.36; 0.102214; 0.0207008;3.075485067;0.658146329; 1.285e-06; true;8.34; 0.0848304; 0.0217123;0.007218822;3.9426315169999997;4.767786064999999; 3.279e-06; true;5.03; 0.087234; 0.0249885;0.0011190750000000002;1.603027128;3.321293986; 0.013516; true;4.18; 0.1063; 0.0000; 2.9497; 0.3460; 0.0000; True;1.93; 0.0864; 0.0543; 0.6829; 0.0000; 0.0000; True;8.01; 0.0701; 0.0357; 7.2210; 0.0000; 0.0587; True;4.79;0.3347327239999999; 2.441106301; 0.017734506; true;20.29;0.061544838; 10.684894455; 4.1583E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;8.53; 0.0965748; 0.0166718; 8.5411;9.52;0.09167139999999999; 9.8405753000; 0.0000559000; 0.0000942000; True;7.31; 0.0918139; 0.0257608;6.47614888;1.382951781; 1.598e-06; true;18.06; 0.0839078; 0.021268;0.00728088;9.045984123;10.144222144; 3.486e-06; true;9.13; 0.0843684; 0.0163969;0.0007230590000000001;3.1454165219999997;5.997840489; 0.0123776; true;8.6; 0.1466; 0.0000; 7.1853; 0.8502; 0.0000; True;3.0; 0.1310; 0.0506; 1.5972; 0.0000; 0.0000; True;19.21; 0.1378; 0.0788; 18.2686; 0.0000; 0.1735; True;7.5;0.25545468800000004; 4.902511908; 0.035045013; true;53.78;0.06734544099999999; 31.12625918; 2.6202E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;16.75; 0.231091; 0.0213425; 17.2107;20.44;0.10127679999999999; 20.8105333000; 0.0000852000; 0.0001401000; True;16.33; 0.126781; 0.0268983;14.861539953000001;3.060695015; 9.19e-07; true;36.12; 0.101078; 0.0253577;0.008682648000000001;20.47495417;18.064542806; 4.069e-06; true;22.02; 0.0909693; 0.0226604;0.0013293269999999997;7.819026723;14.694505092; 0.010134; true;17.16; 0.1616; 0.0000; 15.9149; 2.3958; 0.0000; True;2.68; 0.1381; 0.0716; 1.5301; 0.0000; 0.0000; True;38.14; 0.1387; 0.0854; 38.2010; 0.0000; 0.3070; True;13.15;0.32587634500000007; 9.704389079; 0.061998413; true;TO;0.083183874;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;40.93; 0.218092; 0.0206525; 41.5235;47.52;0.1112012; 48.8373474000; 0.0003787000; 0.0001659000; True;33.82; 0.0775159; 0.0186921;31.106677220999998;6.555505308000001; 0.00375202; true;TO; 0.138834; 0.0260618;0.009606192999999997;21.139000668;22.432620806000003;MISSING;MISSING;46.6; 0.0912665; 0.0260583;0.0018031600000000003;19.888160525;29.275918998999998; 0.000711925; true;34.46; 0.1617; 0.0000; 32.2289; 5.1979; 0.0000; True;4.25; 0.1826; 0.0800; 2.8518; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;26.97;0.30035347500000004; 20.11664993; 0.035402431; true;TO;0.06281962299999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;TO; 0.14088; 0.0311249;MISSING;TO;0.1128233;MISSING;MISSING;MISSING;MISSING;TO; 0.0802311; 0.0192288;34.368172361;4.698889556;MISSING;MISSING;TO; 0.142986; 0.0317539;0.010426699;24.232131805;27.178090377;MISSING;MISSING;TO; 0.162932; 0.0428435;0.002095295;22.607921024;20.716470585;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;3.56; 0.1969; 0.0570; 2.1184; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;68.33;0.3140458330000001; 53.4689015; 0.054932039; true;TO;0.072419823;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;TO; 0.170787; 0.0273923;MISSING;TO;0.1364419;MISSING;MISSING;MISSING;MISSING;TO; 0.454867; 0.0939423;41.587101851;6.261982118;MISSING;MISSING;TO; 0.161758; 0.0360149;0.013213221;27.851361730999997;30.228138247;MISSING;MISSING;TO; 0.138953; 0.038296;0.0023009270000000004;20.737400032;18.840047163;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;4.78; 0.2080; 0.1169; 3.3498; 0.0000; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3666712549999999;MISSING;MISSING;MISSING;TO;0.086757508;MISSING;MISSING;MISSING
