name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection_emptiness;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.15; 0.0306536; 0.00789456; 0.1188;0.34;0.0678912;0.2349697;0.015007699999999999; 0.0002429000; True;0.12; 0.0435694; 0.0127065;0.075205369;0.01523761; 1.643e-06; true;0.25; 0.0446769; 0.011078;0.0034694360000000002;0.117227141;0.132951859; 3.177e-06; true;0.18; 0.0289062; 0.0137397;0.00061198;0.049080819;0.126082373; 0.000562964; true;1.15; 0.0609; 0.0000; 0.1113; 0.0140; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.46; 0.0696; 0.0207; 0.3295; 0.0130; True;1.94;0.19004432699999999; 0.377772657; 0.020329534; true;2.21;0.06034267299999999; 0.398271278; 3.4641E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.35; 0.0817057; 0.00896144; 0.2999;0.67;0.08509090000000002;0.5465594;0.0385527; 0.0002719000; True;0.29; 0.111739; 0.0213138;0.271057271;0.038734319; 8.13e-07; true;0.71; 0.0516242; 0.00969387;0.0023802830000000004;0.325082714;0.415246927; 3.023e-06; true;0.44; 0.0723286; 0.0147428;0.000736369;0.141838575;0.311266251; 0.00191964; true;1.35; 0.0723; 0.0000; 0.2130; 0.0245; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;1.38; 0.0416; 0.0120; 0.3290; 0.0122; True;2.42;0.21943514400000003; 0.548290715; 0.024658544; true;3.31;0.08729633900000001; 0.881123573; 4.3847E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.74; 0.0545997; 0.0101418; 0.7391;1.2;0.08563620000000002;1.0718862;0.0740436; 0.0002098000; True;0.62; 0.0660848; 0.0177551;0.485563172;0.103750201; 1.134e-06; true;1.26; 0.130561; 0.036198;0.0048890059999999996;0.562498192;0.673225647; 4.039e-06; true;1.0; 0.0550382; 0.0149602;0.0007561709999999999;0.28584316;0.613337794; 0.00475631; true;1.65; 0.0872; 0.0000; 0.5087; 0.0604; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;2.19; 0.0522; 0.0141; 1.2314; 0.0473; True;2.85;0.18265232099999998; 0.610473379; 0.012079436; true;5.11;0.04483611700000001; 1.7732028; 2.9987E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;1.54; 0.130855; 0.0120946; 1.5404;2.04;0.09205020000000003;1.8237326999999999;0.0639142; 0.0001199000; True;1.44; 0.0800855; 0.0205094;1.241035874;0.238833825; 1.185e-06; true;3.49; 0.0784881; 0.0187975;0.006215834999999999;1.694595799;1.812621396; 2.904e-06; true;1.73; 0.0395384; 0.0113393;0.0009164189999999999;0.518411006;1.100385636; 0.00919727; true;1.84; 0.0608; 0.0000; 0.9804; 0.1190; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;4.35; 0.1150; 0.0334; 2.9628; 0.1267; True;3.16;0.21480291199999998; 1.246054174; 0.01448969; true;9.01;0.05336883799999999; 3.731265523; 4.0732E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;3.26; 0.1336; 0.0137735; 3.2768;5.27;0.09488109999999998;4.7772457;0.17993570000000003; 0.0002773000; True;2.76; 0.0498393; 0.0146834;2.419263174;0.533003858; 1.289e-06; true;8.13; 0.0509857; 0.0141817;0.004632855;3.9566368;4.373632195; 3.669e-06; true;5.22; 0.0818446; 0.0214066;0.001158244;1.691458077;3.208499505; 0.0176692; true;4.3; 0.1292; 0.0000; 2.7688; 0.3584; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;6.82; 0.1302; 0.0390; 5.1575; 0.2999; True;5.27;0.3037002440000001; 2.30354185; 0.02093302; true;21.8;0.059451131000000004; 11.428399106; 4.9758E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;8.53; 0.112815; 0.0181598; 8.3520;8.53;0.10563639999999999;7.828245;0.2686698; 0.0001853000; True;7.57; 0.111701; 0.0266758;6.815173626;1.292622905; 1.184e-06; true;16.89; 0.101062; 0.0240914;0.008427883999999998;8.029678172;9.333690735000001; 3.284e-06; true;8.71; 0.0870167; 0.021833;0.001301468;3.0691593910000003;5.381643695; 0.0103824; true;7.75; 0.0866; 0.0000; 6.4798; 0.7801; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;12.69; 0.1171; 0.0385; 11.3620; 0.4481; True;7.98;0.25799383499999995; 5.219693025; 0.030125039; true;53.77;0.05939887600000001; 31.373616962; 4.3541E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;18.22; 0.165364; 0.0204373; 18.6752;22.24;0.10167889999999999;21.543174399999998;0.8338972; 0.0002594000; True;14.54; 0.0764812; 0.0169014;13.709748288;2.591186255; 1.07e-06; true;34.68; 0.111523; 0.0253692;0.008873266000000001;18.719214855;17.594838318; 3.778e-06; true;19.01; 0.0590072; 0.0152542;0.000938166;7.383583934;11.930095126000001; 0.0104373; true;16.75; 0.1644; 0.0000; 15.2312; 2.3943; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;25.46; 0.1514; 0.0456; 24.8521; 0.6421; True;14.32;0.5271597589999999; 10.66911336; 0.038814243; true;TO;0.09178193700000002;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;41.54; 0.159981; 0.0215924; 41.5128;47.52;0.09349620000000002;46.4385459;2.0331919; 0.0002182000; True;33.68; 0.27415; 0.0570586;31.648734404000002;6.750539959999999; 3.243e-06; true;TO; 0.085263; 0.0206834;0.0059462000000000004;36.42705995;22.288391140999998;MISSING;MISSING;47.41; 0.119741; 0.0248097;0.001968016;18.322853578;28.908247103; 6.7176e-05; true;31.77; 0.1802; 0.0000; 28.6412; 4.8508; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;53.42; 0.1943; 0.0550; 51.8466; 2.4089; True;30.27;0.272318503; 23.121788107; 0.043353037; true;TO;0.13130274299999997;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;TO; 0.157376; 0.0279554;MISSING;TO;0.11907380000000001;31.2985216;1.6740542;MISSING;MISSING;TO; 0.154638; 0.0338403;36.922740811;5.211050003;MISSING;MISSING;TO; 0.297844; 0.0594268;0.010792868;24.056224708000002;26.488979023;MISSING;MISSING;TO; 0.215467; 0.0291396;0.0017685639999999998;24.328297795;23.347679569;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;65.72;0.31131136; 50.919782273; 0.039749225; true;TO;0.07890506699999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;TO; 0.148121; 0.0200762;MISSING;TO;0.1654293;37.2370248;1.6071403000000002;MISSING;MISSING;TO; 0.202073; 0.0615278;38.778325663000004;5.4950558130000005;MISSING;MISSING;TO; 0.0895197; 0.0209304;0.007780537999999998;25.519915136;28.519579027;MISSING;MISSING;TO; 0.160875; 0.0338288;0.0022970819999999998;21.198646376;22.867238479;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.6118527009999999;MISSING;MISSING;MISSING;TO;0.15525484199999995;MISSING;MISSING;MISSING
