name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.07; 0.026458; 0.011247;0.034352999999999995;0.009307; 2e-06; true; 0.085475;1.3; 0.016929; 0.008206;1.282415;0.014355;0.0047139999999999994; 3e-06; true; 1.32902
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.07; 0.0209; 0.009307;0.042110999999999996;0.013558; 2e-06; true; 0.088211;10.12; 0.04176; 0.015538;10.132961;0.026432;0.007671999999999999; 2e-06; true; 10.2286
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.17; 0.026368; 0.011343;0.109702;0.037207000000000004; 2e-06; true; 0.187999;TO; 0.026454; 0.012196;20.53132;0.050624;0.014148;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.35; 0.056791; 0.019627;0.245023;0.068343; 2e-06; true; 0.393366;TO; 0.060811; 0.021989;24.671867;0.045190999999999995;0.011032;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;1.18; 0.071045; 0.026702;0.9465619999999999;0.267614; 5e-06; true; 1.31847;TO; 0.073377; 0.026905;22.75646;0.038793;0.010100999999999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;2.33; 0.077439; 0.026983;1.9271030000000002;0.5438970000000001; 2e-06; true; 2.58262;TO; 0.087538; 0.030756;39.609544;0.060151;0.014948;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;6.48; 0.098811; 0.03774;4.755871;2.1268019999999996; 5e-06; true; 7.03286;TO; 0.103069; 0.036102;55.207373000000004;0.063386;0.014815;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;16.06; 0.103766; 0.038023;11.776769;5.499157; 3e-06; true; 17.4368;TO; 0.118191; 0.038051;16.987579;0.036902000000000004;0.008831;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;36.37; 0.099788; 0.033652;26.471077;12.703113; 4e-06; true; 39.3388;TO; 0.062598; 0.022999;18.551262;0.029495;0.007137999999999999;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;TO; 0.068035; 0.024972;30.38677;11.646854000000001;MISSING;MISSING;MISSING;TO; 0.128906; 0.044835;19.613228;0.046715;0.009493000000000001;MISSING;MISSING;MISSING
