name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.04; 0.017739; 0.00859;0.016111;0.005729; 2e-06; true; 0.050345;0.06; 0.018299; 0.009006;0.025593000000000005;0.009844;0.00404; 2e-06; true; 0.069266;0.09; 0.016986; 0.00843;0.00030500000000000004;0.025025;0.040618; 0.00028; true; 0.093939
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.11; 0.059306; 0.027074;0.058388999999999996;0.017339; 2e-06; true; 0.166889;0.16; 0.054692; 0.016999;0.064616;0.040014;0.013443; 3e-06; true; 0.194793;0.44; 0.040595; 0.017096;0.00065;0.119683;0.252705; 0.002141; true; 0.437561
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.18; 0.045046; 0.017662;0.11200199999999999;0.035716; 1e-06; true; 0.214938;0.27; 0.049445; 0.018199;0.094276;0.090644;0.029709; 4e-06; true; 0.287914;1.05; 0.045574; 0.02027;0.0007970000000000001;0.262777;0.655478; 0.011532; true; 1.00282
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.39; 0.032306; 0.01322;0.299087;0.096419; 3e-06; true; 0.44483;0.42; 0.062629; 0.020724;0.057706999999999994;0.233612;0.071908; 5e-06; true; 0.452149;2.49; 0.057616; 0.020574;0.0007040000000000002;0.6479440000000001;1.552828; 0.012753; true; 2.29841
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;1.01; 0.070174; 0.024697;0.810728;0.212354; 3e-06; true; 1.12588;0.6; 0.040166; 0.016448;0.082481;0.36992800000000003;0.141398; 2e-06; true; 0.65605;4.92; 0.07371; 0.023711;0.000992;1.309923;3.151982; 0.020594; true; 4.58805
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;2.3; 0.082857; 0.034282;1.8227250000000002;0.562148; 3e-06; true; 2.50923;1.61; 0.072094; 0.024383;0.159775;1.08914;0.399741; 2e-06; true; 1.75296;10.3; 0.078726; 0.02741;0.0012240000000000003;3.361416;6.5492930000000005; 0.017252; true; 10.0449
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;4.75; 0.052005; 0.018668;3.3772080000000004;1.719938; 3e-06; true; 5.17657;2.84; 0.059482; 0.028144;0.240612;1.69138;1.030125; 4e-06; true; 3.05885;23.71; 0.066847; 0.026302;0.001284;8.582279;14.526303; 0.012735; true; 23.2221
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;16.81; 0.102536; 0.037535;12.063627;5.940764; 4e-06; true; 18.1659;9.9; 0.128603; 0.035377;1.023552;5.988508;3.383674; 5e-06; true; 10.5771;50.58; 0.109532; 0.033778;0.0015359999999999998;18.809969000000002;29.723371999999998; 8.1e-05; true; 48.6883
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;36.06; 0.076124; 0.024645;25.882947;13.017498; 3e-06; true; 39.0287;19.91; 0.065125; 0.023839;2.343833;12.388987;6.283957; 3e-06; true; 21.1213;TO; 0.089991; 0.024172;0.0015709999999999997;17.191699999999997;32.737154000000004;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;TO; 0.114963; 0.049398;31.565099;10.888698999999999;MISSING;MISSING;MISSING;TO; 0.123702; 0.04004;7.939718000000001;35.948338;7.249299000000001;MISSING;MISSING;MISSING;TO; 0.145014; 0.043353;0.002012;26.473444999999998;23.510793;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.0; 0.001212; 0.005556; 1.5e-05; 1.8e-05; 1e-06; true; 0.007793;0.0; 0.001278; 0.006363; 9.3e-05; 2.4e-05; 9e-06; 1e-06; true; 0.008926;0.0; 0.000746; 0.004491;2.2e-05; 0.000456; 0.000439; 4e-05; true; 0.007511
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;TO; 0.149472; 0.046501;35.616962;12.277697;MISSING;MISSING;MISSING;TO; 0.157404; 0.046824;8.407784;39.753592999999995;6.891036;MISSING;MISSING;MISSING;TO; 0.15742; 0.050036;0.0022090000000000005;24.306293;26.195605999999998;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;TO; 0.100683; 0.03488;38.97020500000001;11.811050000000002;MISSING;MISSING;MISSING;TO; 0.167898; 0.052737;8.961085999999998;39.703486;8.080703;MISSING;MISSING;MISSING;TO; 0.094346; 0.031585;0.002237;25.453630999999998;25.490947;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;TO; 0.178182; 0.060113;38.911559;16.622465;MISSING;MISSING;MISSING;TO; 0.19083; 0.054941;10.477564000000001;23.926423;9.905494000000001;MISSING;MISSING;MISSING;TO; 0.17434; 0.053144;0.0025330000000000005;30.014072;26.407870000000003;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;TO; 0.216329; 0.069874;36.424731;16.160024;MISSING;MISSING;MISSING;TO; 0.199254; 0.060441;9.134449;20.717077;8.593158;MISSING;MISSING;MISSING;TO; 0.182011; 0.079328;0.002991;14.979889;32.138236;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;TO; 0.225841; 0.066479;47.407629;9.145984;MISSING;MISSING;MISSING;TO; 0.192684; 0.065378;11.402068;28.851812000000002;10.361847000000001;MISSING;MISSING;MISSING;TO; 0.2364; 0.09417;0.0029039999999999995;30.284233;25.919434000000003;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;TO; 0.222862; 0.07268;23.120278;9.645244;MISSING;MISSING;MISSING;TO; 0.230217; 0.066458;11.294122;22.256261000000002;9.151778;MISSING;MISSING;MISSING;TO; 0.245597; 0.072194;0.0035159999999999996;16.743507;36.580058;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO; 0.272565; 0.086789;22.476421000000002;10.295603;MISSING;MISSING;MISSING;TO; 0.151424; 0.048857;10.491982;24.946068;9.936465;MISSING;MISSING;MISSING;TO; 0.271984; 0.090476;0.003415;15.070138;32.691424999999995;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO; 0.26802; 0.076887;27.532608;10.282167000000001;MISSING;MISSING;MISSING;TO; 0.295383; 0.10201;14.707635999999999;27.344579000000003;9.953059;MISSING;MISSING;MISSING;TO; 0.31856; 0.149724;0.004252000000000001;23.033659;21.754185999999997;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO; 0.346721; 0.124999;27.938059000000003;10.047733000000001;MISSING;MISSING;MISSING;TO; 0.200946; 0.068165;12.698819;34.141337;10.928082;MISSING;MISSING;MISSING;TO; 0.319948; 0.111298;0.004299;20.362741;20.543492;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO; 0.33264; 0.106134;30.942104;13.147995;MISSING;MISSING;MISSING;TO; 0.219447; 0.114686;12.263237;26.14009;10.767389000000001;MISSING;MISSING;MISSING;TO; 0.343447; 0.111686;0.004654000000000002;18.865918999999998;20.424968;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.0; 0.002804; 0.005938;5.2000000000000004e-05;2.2e-05; 1e-06; true; 0.009919;0.0; 0.002385; 0.006424;0.00024700000000000004;4.2000000000000004e-05;1.8e-05; 1e-06; true; 0.010773;0.01; 0.002693; 0.005943;5.8e-05;0.000746;0.000623; 7.8e-05; true; 0.012202
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;TO; 0.340783; 0.121835;33.908356;12.764146;MISSING;MISSING;MISSING;TO; 0.428072; 0.118895;7.447606;34.669172;14.654434;MISSING;MISSING;MISSING;TO; 0.327268; 0.129326;0.004257;23.128504;23.558231999999997;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;TO; 0.341023; 0.097277;26.391175;8.926936999999999;MISSING;MISSING;MISSING;TO; 0.381138; 0.109278;7.585008;37.189353;7.056559999999999;MISSING;MISSING;MISSING;TO; 0.240677; 0.078647;0.004717999999999999;17.571069;38.120250999999996;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;TO; 0.390442; 0.116096;35.25722999999999;13.384475;MISSING;MISSING;MISSING;TO; 0.380539; 0.115685;8.597176000000001;38.361436;6.734761;MISSING;MISSING;MISSING;TO; 0.451473; 0.135487;0.0059889999999999995;22.616346999999998;23.603509000000003;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;TO; 0.524743; 0.17629;32.814766;12.930857;MISSING;MISSING;MISSING;TO; 0.416591; 0.126837;8.619354000000001;38.981601999999995;6.565283000000001;MISSING;MISSING;MISSING;TO; 0.278902; 0.096766;0.0032199999999999998;24.231903000000003;22.49469;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;TO; 0.461744; 0.140277;39.928122;11.655270999999999;MISSING;MISSING;MISSING;TO; 0.435184; 0.159445;8.805734000000001;39.481999;6.236719000000001;MISSING;MISSING;MISSING;TO; 0.509222; 0.158723;0.006495;21.502575999999998;25.213471;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;TO; 0.507428; 0.198044;33.228884;12.438004;MISSING;MISSING;MISSING;TO; 0.503976; 0.1718;9.113147999999999;19.816517;7.28188;MISSING;MISSING;MISSING;TO; 0.573206; 0.175229;0.006958;23.818205;24.894513;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;TO; 0.559821; 0.1258;40.601330000000004;13.684701;MISSING;MISSING;MISSING;TO; 0.531222; 0.210476;9.233062;42.313221;6.298462;MISSING;MISSING;MISSING;TO; 0.526036; 0.180426;0.006816;23.43746;25.885367000000002;MISSING;MISSING;MISSING
