name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-uni;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;1.4;0.041482699;0.28536153; 0.094795695; 0.006738292; false; 0.400070597; 0.578209524
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;1.82;0.08503776499999999;0.240634109; 0.075455236; 0.002379267; false; 0.388319654; 0.675344031
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;2.02;0.10263106100000001;0.4548572489999999; 0.121725828; 0.002055172; false; 0.61547888; 0.90966761
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;2.12;0.11851554900000001;0.4104870189999999; 0.121414703; 0.008589562; false; 0.605745969; 0.974000038
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;1.88;0.121850245;0.37708806999999994; 0.14481934; 0.013029226; false; 0.551410509; 0.85853142
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;2.26;0.08019515299999999;0.42015404100000003; 0.083668219; 0.002343309; false; 0.549767428; 0.895427907
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;2.14;0.05850259900000001;0.17613623500000003; 0.099492027; 0.002310964; false; 0.299909709; 0.515564573
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;2.31;0.064167684;0.24369217200000004; 0.138576105; 0.010879976; false; 0.407946873; 0.640450533
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;2.56;0.19294972500000002;0.390508051; 0.127859956; 0.00224815; false; 0.546788762; 1.010319159
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;2.85;0.16454658800000002;0.356923168; 0.089527342; 0.00269416; false; 0.472700701; 1.007495199
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;1.21;0.034758037;0.100337362; 0.034736585; 0.002093757; false; 0.145039852; 0.304539246
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;3.09;0.18710780799999996;0.510725119; 0.164362971; 0.015840911; false; 0.708397207; 1.265828557
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;3.31;0.086877895;0.522944399; 0.092474274; 0.00293891; false; 0.650063728; 0.959217746
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;3.52;0.141284756;0.5787950350000001; 0.199536442; 0.002132871; false; 0.801415049; 1.220662522
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;3.69;0.18267347499999997;0.5892811750000001; 0.183397419; 0.004957849; false; 0.799327277; 1.280835135
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;3.7;0.146015391;0.6735432679999999; 0.202745808; 0.035910243; false; 0.9215408; 1.539054227
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;4.17;0.221524701;0.6093929860000001; 0.219058156; 0.011930977; false; 0.97842368; 1.645708234
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;4.17;0.261506417;0.7913251650000003; 0.173211535; 0.00252644; false; 0.977976054; 1.625344843
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;4.47;0.138008659;0.7416682489999998; 0.251634331; 0.002056831; false; 1.036607738; 1.507484628
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;4.37;0.14523326300000003;0.7211291780000001; 0.211030821; 0.003163204; false; 0.948290401; 1.499905145
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;4.7;0.24125134899999995;0.9018689260000002; 0.275024524; 0.013512339; false; 1.221813466; 1.919002589
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;1.17;0.057551049;0.12996433599999999; 0.066057325; 0.002380014; false; 0.222470229; 0.446435336
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;4.56;0.125445952;0.9052024879999998; 0.276215855; 0.012280653; false; 1.216608338; 1.630254818
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-31-*.mata;4.93;0.17323432900000002;0.641721679; 0.174523647; 0.002357938; false; 0.831414181; 1.359049574
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-32-*.mata;5.36;0.33315740799999993;1.0271023719999997; 0.320117382; 0.008455034; false; 1.524582503; 2.222787436
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-33-*.mata;5.15;0.3823548990000001;1.2112342270000003; 0.323505584; 0.003011724; false; 1.569460325; 2.28144987
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-34-*.mata;5.86;0.30735883;1.278338655; 0.194443182; 0.002602079; false; 1.512564948; 2.244414732
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-35-*.mata;6.08;0.46601312300000003;1.034766459; 0.283343451; 0.003888944; false; 1.333445712; 2.303394819
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;6.54;0.3171432300000001;1.299668646; 0.296237168; 0.003066866; false; 1.724858219; 2.531150522
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;6.29;0.155220897;1.277179273; 0.142052744; 0.011855538; false; 1.495586028; 2.080809286
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;6.69;0.30889210100000003;1.4625300319999999; 0.387719616; 0.006296255; false; 1.88610253; 2.723105226
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;7.05;0.39706944699999996;1.2661213780000002; 0.257994446; 0.020225754; false; 1.680625577; 2.575031954
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;1.3;0.060609776000000004;0.18522877100000001; 0.041372045; 0.003437015; false; 0.251348512; 0.459267175
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;6.94;0.22398762000000003;1.3141697839999997; 0.280002874; 0.002189985; false; 1.621104685; 2.208462646
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;6.83;0.465832949;1.5715404539999998; 0.196549941; 0.002364795; false; 1.787280108; 2.799708833
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;7.21;0.3075400599999999;1.6665815509999995; 0.238368932; 0.002517745; false; 1.920431051; 2.651915773
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;7.99;0.32484220399999997;1.7091971789999996; 0.327412094; 0.002573062; false; 2.057119802; 3.093327336
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;8.31;0.309195574;1.5986860949999997; 0.449216469; 0.013568716; false; 2.08513561; 2.916825177
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;8.69;0.24496358600000007;1.5602018989999997; 0.569476873; 0.002602173; false; 2.446019718; 3.455922424
