name;automata-runtime;automata-construction;automata-trim;automata-intersection;automata-emptiness_check;automata-emptiness_result;automata-interpretation;automata-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.27;0.03951129999999999;0.0200204;0.2076055; 0.0001478000; True; 0.2302863000; 0.2939223000;0.96;0.0293906;0.0240024;0.20517410000000003; 0.0001957000; True; 0.2330372000; 0.3021716000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.68;0.0734013;0.04074729999999999;0.49232539999999997; 0.0002097000; True; 0.5382277000; 0.6535110000;1.23;0.0635597;0.0170904;0.3215078; 0.0001819000; True; 0.3409259000; 0.4696743000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;1.23;0.1257442;0.05531839999999999;1.0324467; 0.0001954000; True; 1.0973289000; 1.2897351000;2.02;0.04308690000000001;0.045835600000000004;0.9766539; 0.0002922000; True; 1.0259531000; 1.1240080000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;2.08;0.0488246;0.083391;1.9315411000000002; 0.0002723000; True; 2.0183131000; 2.0950410000;3.44;0.040359799999999994;0.0956752;2.3706114; 0.0002080000; True; 2.4695278000; 2.5685808000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;4.61;0.10239329999999998;0.1816153;4.4734511; 0.0003120000; True; 4.6660649000; 4.8186111000;5.69;0.03773619999999999;0.1712416;4.3141145000000005; 0.0004082000; True; 4.4895353000; 4.5826460000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;11.17;0.08509040000000001;0.40107940000000003;10.490270299999999; 0.0003076000; True; 10.8957179000; 11.0690811000;11.31;0.04781720000000001;0.31803760000000003;9.8976905; 0.0002996000; True; 10.2250578000; 10.3324309000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;24.56;0.06509989999999999;0.7415517;23.08866; 0.0003660000; True; 23.8346818000; 23.9316317000;24.6;0.03224969999999999;0.7152921;22.4405011; 0.0004198000; True; 23.1602957000; 23.2291324000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;48.39;0.1209919;1.8364995;44.326517300000006; 0.0004427000; True; 46.1688098000; 46.3357832000;48.93;0.045858400000000014;1.6505600999999999;44.1732776; 0.0003221000; True; 45.8310606000; 45.9401640000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;TO;0.10760040000000001;2.1608276;29.7980939;MISSING;MISSING;MISSING;MISSING;TO;0.0353862;1.8544891;56.032657900000004;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;TO;0.10976250000000001;1.4580066999999999;31.1271379;MISSING;MISSING;MISSING;MISSING;TO;0.07096089999999998;2.0981011;31.968773;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.09;0.03179;0.0066154000000000004; 0.0084674000; 0.0001741000; True; 0.0169487000; 0.0776203000;0.74;0.0234329;0.005685099999999999; 0.0087404000; 0.0001328000; True; 0.0162157000; 0.0777371000
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;TO;0.07261110000000001;2.1879331;36.0358154;MISSING;MISSING;MISSING;MISSING;TO;0.0616405;1.9482034000000001;34.7885909;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;TO;0.2700199999999999;2.3377662;39.519087600000006;MISSING;MISSING;MISSING;MISSING;TO;0.03926170000000001;2.1500572;40.0214644;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;TO;0.11386199999999999;2.3861521999999997;40.6039012;MISSING;MISSING;MISSING;MISSING;TO;0.0676103;2.0622203;42.442292699999996;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;TO;0.1459981;2.8820571;42.5503195;MISSING;MISSING;MISSING;MISSING;TO;0.0413602;1.8455545999999998;44.055388300000004;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;TO;0.11128060000000001;2.4212745;43.9734888;MISSING;MISSING;MISSING;MISSING;TO;0.0603477;2.6108089000000003;45.5486654;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;TO;0.15370789999999998;3.2907317000000003;46.4290993;MISSING;MISSING;MISSING;MISSING;TO;0.08394230000000004;2.7428818;48.8138093;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO;0.12366960000000003;2.5728339;56.3631683;MISSING;MISSING;MISSING;MISSING;TO;0.07239139999999998;2.4115029999999997;50.5103086;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO;0.16733530000000002;3.2086517;51.1833688;MISSING;MISSING;MISSING;MISSING;TO;0.07324590000000002;3.5333012999999998;52.6580587;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO;0.181886;1.6669838;28.3757425;MISSING;MISSING;MISSING;MISSING;TO;0.04766789999999999;1.5746769;56.5472375;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO;0.18871200000000002;1.9402466;33.4657932;MISSING;MISSING;MISSING;MISSING;TO;0.066273;1.7846053;32.5462448;MISSING;MISSING;MISSING;MISSING
