name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-intersection;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.07; 0.0356204; 0.0227164;0.029932847;0.006611796; 1.469e-06; true;0.06; 0.0316087; 0.00837934;0.018846257;0.004190592; 1.231e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.08; 0.0226918; 0.0103231;0.048719557999999996;0.009716036; 1.512e-06; true;0.1; 0.0419145; 0.0146338;0.05385023;0.009884339; 1.364e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.18; 0.0519625; 0.0110044;0.11703865000000001;0.025525272; 2.055e-06; true;0.17; 0.0420895; 0.0104929;0.11607505;0.021471401; 1.566e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.36; 0.0317902; 0.0133077;0.305190057;0.055560013000000005; 1.463e-06; true;0.32; 0.0398237; 0.0120526;0.26383289600000004;0.055190513000000004; 1.709e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;0.79; 0.0717142; 0.0248321;0.634382563;0.14115930799999998; 1.454e-06; true;0.7; 0.0478617; 0.0133948;0.580564514;0.169797398; 1.723e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;1.45; 0.0681597; 0.0171741;1.191357046;0.36429701400000003; 3.143e-06; true;1.48; 0.0766779; 0.0136537;1.196903477;0.364639013; 2.21e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;4.41; 0.062422; 0.0281327;3.231681923;1.416597874; 2.392e-06; true;4.42; 0.0916156; 0.017199;3.299975998;1.385451123; 1.985e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;12.01; 0.0596633; 0.0215047;8.883955406;3.916441034; 2.943e-06; true;11.82; 0.104583; 0.0177268;8.697409688;3.859121794; 4.043e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;28.16; 0.105018; 0.0338908;20.844979795;9.123564523; 2.036e-06; true;28.57; 0.0801765; 0.0184435;21.193432098;9.167122903; 2.132e-06; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;TO; 0.0808536; 0.0285696;46.90181848499999;8.316182874999999;MISSING;MISSING;TO; 0.112495; 0.0202195;46.765222609999995;8.128081548;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-2-*.mata;0.0; 0.000716477; 0.00409405; 1.0326e-05; 3.361e-06; 5.69e-07; true;0.0; 0.000889285; 0.00420454; 1.0656e-05; 1.4079e-05; 6.45e-07; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-20-*.mata;TO; 0.0942273; 0.0368213;24.777017228;9.737685181;MISSING;MISSING;TO; 0.126022; 0.0237619;25.042437089;9.722651245;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-21-*.mata;TO; 0.100046; 0.0310414;28.386101564;10.872146821000001;MISSING;MISSING;TO; 0.118749; 0.0246475;29.202281800999998;11.008488343;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-22-*.mata;TO; 0.111265; 0.0369415;32.091263818;11.196767767;MISSING;MISSING;TO; 0.232446; 0.0571444;33.111571059;10.666455666000001;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-23-*.mata;TO; 0.140682; 0.0458662;31.835020142;13.905751309;MISSING;MISSING;TO; 0.240015; 0.0563696;34.114180888;12.331160686;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-24-*.mata;TO; 0.144498; 0.0411213;44.168813029999995;13.120877689;MISSING;MISSING;TO; 0.21831; 0.0359324;41.053493023;12.977341747;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-25-*.mata;TO; 0.16616; 0.0431704;36.098627213;14.08105499;MISSING;MISSING;TO; 0.155545; 0.037276;37.08328264;13.738740769;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-26-*.mata;TO; 0.169781; 0.046112;46.533577846;7.1451095559999995;MISSING;MISSING;TO; 0.171209; 0.0344479;46.009733043;6.690122317;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-27-*.mata;TO; 0.18086; 0.0587064;41.082806282;7.58785962;MISSING;MISSING;TO; 0.191819; 0.0393127;42.950648079000004;16.450069183;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-28-*.mata;TO; 0.210163; 0.0592655;48.966968179;7.659687564;MISSING;MISSING;TO; 0.194092; 0.0451715;46.780496868;7.476469354000001;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-29-*.mata;TO; 0.212368; 0.11304;23.683814404000003;8.809559256;MISSING;MISSING;TO; 0.36932; 0.0830896;23.43055203;8.608130117;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-3-*.mata;0.0; 0.00240239; 0.00482918;3.2548e-05;2.1550000000000002e-05; 6.65e-07; true;0.0; 0.00202706; 0.00461917;4.0458e-05;1.6958e-05; 9.38e-07; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-30-*.mata;TO; 0.244077; 0.064897;23.972627920999997;9.095116676;MISSING;MISSING;TO; 0.43001; 0.104482;23.956449211;10.320092166;MISSING;MISSING
