name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;mata-bin-intersection_emptiness;automata-runtime;automata-construction;automata-intersection;automata-trim;automata-emptiness_check;automata-emptiness_result;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;pymata-runtime;pymata-construction;pymata-conversion;pymata-intersection;pymata-trimming;pymata-emptiness;pymata-result;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-emptiness;pyfado-result;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;java-automatalib-runtime;java-automatalib-construction;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-10-*.mata;0.08; 0.0399983; 0.00778431; 0.0295;0.35;0.0744525;0.2958588;0.0085658; 0.0002044000; True;0.05; 0.0271654; 0.00843399;0.018919493000000003;0.004321866; 1.236e-06; true;0.28; 0.045098; 0.0132636;0.00338079;0.124830597;0.150987115; 2.874e-06; true;0.21; 0.0390577; 0.0132186;0.0005992119999999999;0.054353714;0.102253287; 0.000951958; true;1.37; 0.0664; 0.0000; 0.1028; 0.0133; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;2.37; 0.0558; 0.0047; 0.8986; 0.4489; 0.4551; True;2.22;0.276748676; 0.30150424; 0.010179514; true;2.06;0.034825506; 0.3837276; 2.6555E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-11-*.mata;0.09; 0.0823595; 0.00457385; 0.0482;0.39;0.0474198;0.2779796;0.0141145; 0.0001471000; True;0.1; 0.0303514; 0.0101101;0.059574109;0.010001549000000002; 1.447e-06; true;0.72; 0.0559397; 0.0172003;0.004340797999999999;0.325312779;0.37364063999999997; 3.424e-06; true;0.44; 0.0671954; 0.0311565;0.0007539770000000001;0.161192942;0.313220068; 0.00192648; true;1.54; 0.0818; 0.0000; 0.2544; 0.0313; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;3.74; 0.0721; 0.0094; 1.9308; 0.6565; 0.6697; True;2.43;0.18288507800000003; 0.390617813; 0.009375485; true;3.18;0.031879305999999996; 0.794605239; 3.0258E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-12-*.mata;0.26; 0.0988928; 0.0102644; 0.2039;0.98;0.08871790000000002;0.8622746000000001;0.0250624; 0.0001576000; True;0.28; 0.105412; 0.0175254;0.179023871;0.034159515; 1.93e-06; true;1.54; 0.0678266; 0.0181829;0.005413837999999999;0.7026903929999999;0.804018342; 2.923e-06; true;0.77; 0.0696564; 0.0172705;0.000924779;0.208149682;0.471638774; 0.00436969; true;1.72; 0.0948; 0.0000; 0.5604; 0.0577; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;7.73; 0.0989; 0.0122; 4.1833; 2.3093; 2.3429; True;2.59;0.17967729600000004; 0.610083108; 0.010875477; true;4.92;0.046972182; 1.843135562; 4.558E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-13-*.mata;0.47; 0.0782244; 0.0119892; 0.4364;2.41;0.09578179999999999;2.2638269;0.0758174; 0.0002601000; True;0.51; 0.0721991; 0.0183298;0.39901947000000004;0.073465116; 1.765e-06; true;3.16; 0.076894; 0.018734;0.006093217999999999;1.403061556;1.756224769; 3.844e-06; true;2.09; 0.0791154; 0.0187066;0.001031222;0.657374176;1.284695834; 0.00861369; true;2.46; 0.0665; 0.0000; 1.3189; 0.1503; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;18.42; 0.0633; 0.0075; 11.1649; 6.1845; 6.3363; True;3.78;0.26935652199999993; 1.275151217; 0.014652993; true;10.41;0.06705328199999999; 4.609937752; 5.6995E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-14-*.mata;1.03; 0.09331; 0.0154235; 1.0108;5.65;0.10194210000000004;5.1360194;0.22155589999999997; 0.0002948000; True;1.05; 0.0853277; 0.0207385;0.8780404989999999;0.193107428; 2.024e-06; true;8.43; 0.0902251; 0.0219772;0.007294580000000001;4.015923109;4.576927731; 3.343e-06; true;4.13; 0.0838442; 0.0208993;0.0011310799999999996;1.326311657;2.630999266; 0.0107041; true;3.49; 0.0719; 0.0000; 2.3794; 0.3346; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;45.08; 0.1214; 0.0153; 30.5849; 13.5985; 13.8996; True;4.82;0.24527568400000002; 2.49599956; 0.024146274; true;21.77;0.058767218999999996; 11.458541032; 4.8013E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-15-*.mata;2.07; 0.138747; 0.0182615; 2.1913;9.2;0.08814720000000001;8.6408425;0.3357857; 0.0003048000; True;2.23; 0.0995297; 0.0231865;2.110077511;0.471802442; 3.541e-06; true;16.31; 0.0980989; 0.0247086;0.007923408;7.865059347999999;8.872171576; 4.318e-06; true;10.85; 0.0819739; 0.021689;0.001582521;3.850652487;6.641597415; 0.0121139; true;8.33; 0.1421; 0.0000; 6.7801; 0.8276; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;7.39;0.24547699600000003; 4.918080587; 0.031369675; true;56.44;0.053554318000000004; 31.722031693; 7.5989E-5; true
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-16-*.mata;5.76; 0.118266; 0.0203011; 5.9295;22.31;0.1178238;21.704753099999998;0.6752361; 0.0003439000; True;5.68; 0.111257; 0.0286484;4.666390035999999;1.6626793469999999; 3.128e-06; true;38.84; 0.10765; 0.0266585;0.009112262000000001;20.668745004999998;20.248792248; 3.812e-06; true;19.72; 0.114894; 0.0284931;0.001741849;7.893296478;11.809473554; 0.0103612; true;15.9; 0.0888; 0.0000; 14.0786; 2.0598; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;13.5;0.339709564; 9.893968932; 0.045585319; true;TO;0.057702302000000004;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-17-*.mata;14.6; 0.146333; 0.0221644; 14.0445;47.77;0.0739098;45.2426966;1.8984356999999998; 0.0002478000; True;15.23; 0.0730043; 0.0171283;11.607847632;4.775007874; 3.0238e-05; true;TO; 0.14003; 0.0308879;0.011101088999999998;21.129122913000003;24.668867795;MISSING;MISSING;46.06; 0.133302; 0.0280227;0.001825938;17.012922490999998;28.093359421; 7.6906e-05; true;34.55; 0.1773; 0.0000; 31.9912; 4.7994; 0.0000; True;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;23.07;0.261003357; 15.858666494; 0.06878195; true;TO;0.07677856;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-18-*.mata;31.66; 0.180081; 0.0186361; 30.7770;TO;0.11484849999999999;56.0699877;3.4490007;MISSING;MISSING;38.71; 0.152017; 0.0332088;31.158079782;11.676419705; 2.385e-06; true;TO; 0.0864139; 0.0203522;0.007198663;24.073259231;27.023428467;MISSING;MISSING;TO; 0.217987; 0.0305238;0.001895202;22.13295996;21.327402442;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;58.46;0.32536384699999993; 41.044737226; 0.055998343; true;TO;0.08413597300000002;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-19-*.mata;TO; 0.211478; 0.0275118;MISSING;TO;0.1324078;34.634102;1.853119;MISSING;MISSING;TO; 0.171025; 0.0361624;29.095301825999996;9.073393825;MISSING;MISSING;TO; 0.220418; 0.0336186;0.013646932999999998;27.191726202;28.512456021;MISSING;MISSING;TO; 0.168556; 0.0382911;0.0022866;22.810576853999997;22.243925993999998;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.374008234;MISSING;MISSING;MISSING;TO;0.08498263399999999;MISSING;MISSING;MISSING
